SciFi_Movies.Name,SciFi_Movies.Duration,SciFi_Movies.Rating,SciFi_Movies.Release_date,SciFi_Movies.Plot,SciFi_Movies.Budget,Movie_Staff.StaffID,Movie_Staff.Name,Movie_Staff.JobTitle,Movie_Staff.AvgSalary,Movie_Staff.DOB,Movie_Staff.Email,Movie_Staff.phone,Characters.FilmID,Characters.CharID,Characters.Name,Characters.Appearance,Characters.Background,Characters.ActorID,Works_On.FilmID,Works_On.StaffID,Segments.FilmID,Segments.Number,Segments.Duration,Segments.Setting,Segments.Discription,Part_In.FilmID,Part_In.SegmentNum,Part_In.CharID
null,null,null,null,null,null,null,null,null,null,null,null,null,Doctor Who The Movie,7,Sharon Vaughn,Chubby character with White hair and Gray eyes.,Character operates outside the law often as a fugitive or rebel.,87,Here Come the Munsters,40,Generation X,4,15,A tranquil mountain village nestled in the shadow of towering peaks its residents living a simple peaceful life.,An underground fight club pits humans against monsters in a brutal arena.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Doragon bru Z Tatta hitori no saish kessen,1,Matthew Park,Chubby character with Blonde hair and Hazel eyes.,Character seeks excitement and adventure.,83,Here Come the Munsters,160,Generation X,5,15,An abandoned mine shaft stretching deep into the earth its tunnels twisting and turning like a labyrinth.,A deadly plague ravages the land and only a forbidden cure can save humanity.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Doragon bru Z Tatta hitori no saish kessen,2,Veronica Mcclain,Lean character with Red hair and Gray eyes.,Character is talented in creative pursuits such as art or music.,55,Here Come the Munsters,170,Generation X,6,15,A bustling marketplace in the heart of a medieval city with vendors selling everything from spices to silks.,A mysterious stranger arrives in town bringing with them dark secrets from the past.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Earth vs. the Spider,1,Brian Simmons,Short character with Black hair and Gray eyes.,Character is involved in trade or commerce.,47,Here Come the Munsters,19,Here Come the Munsters,1,20,A vast otherworldly desert with shifting sands and strange rock formations.,A young witch discovers her powers and must learn to control them before its too late.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Earth vs. the Spider,2,Zachary Smith,Slender character with Brown hair and Brown eyes. Additionally the character has Birthmark on neck.,Character is involved in trade or commerce.,5,Highlander The Source,59,Here Come the Munsters,2,20,An ancient temple hidden deep within a dense jungle guarded by traps and ancient guardians.,An alien invasion threatens Earth and only a ragtag group of rebels can stop it.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Earth vs. the Spider,3,Chris Jackson,Stocky character with Brown hair and Green eyes.,Character operates outside the law often as a fugitive or rebel.,56,Highlander The Source,170,Here Come the Munsters,3,20,A remote fishing village perched on the edge of a rugged coastline battered by wind and waves.,A cursed forest traps anyone who enters twisting their minds with dark illusions.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Earth vs. the Spider,4,Jessica Wilcox,Lean character with Blonde hair and Blue eyes.,Character comes from a humble background as a peasant or commoner.,68,Highlander The Source,195,Here Come the Munsters,4,20,A hidden cave system filled with glittering crystals and strange rock formations.,A group of teenagers unlocks a portal to a parallel universe and must find a way home.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Earth vs. the Spider,5,Billy Lewis,Slender character with White hair and Hazel eyes.,Character is talented in creative pursuits such as art or music.,182,Highlander The Source,187,Here Come the Munsters,5,20,A bustling metropolis on the edge of a vast desert where towering skyscrapers rise above the sand.,A rogue AI takes control of a citys infrastructure plunging it into chaos.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Earth vs. the Spider,6,Matthew Martin,Stocky character with Gray hair and Hazel eyes.,Character seeks excitement and adventure.,93,Honey We Shrunk Ourselves,23,Highlander The Source,1,18,An abandoned spaceship drifting through the void of space its crew long gone and its systems failing.,A cursed artifact grants its wielder incredible powers but at a terrible price.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Emmanuelle A World of Desire,1,Joshua Miller,Curvy character with White hair and Hazel eyes.,Character operates outside the law often as a fugitive or rebel.,193,Honey We Shrunk Ourselves,121,Highlander The Source,2,18,A remote outpost on the edge of a frozen wasteland where hardy explorers brave the elements in search of treasure.,A wandering swordsman seeks redemption for his past sins.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Emmanuelle A World of Desire,2,Darryl Stewart,Curvy character with Red hair and Gray eyes.,Character operates outside the law often as a fugitive or rebel.,43,Honey We Shrunk Ourselves,126,Highlander The Source,3,18,A bustling metropolis where magic and technology coexist in harmony.,A secret experiment creates a race of superhumans with incredible abilities.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Emmanuelle A World of Desire,3,Lisa Smith,Chubby character with Black hair and Green eyes.,Character is talented in creative pursuits such as art or music.,76,Honey We Shrunk Ourselves,152,Highlander The Source,4,18,A hidden garden hidden behind a waterfall its beauty known only to the most intrepid explorers.,A group of explorers uncovers an ancient civilization hidden beneath the sea.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Escape to Witch Mountain,1,Michael Mcclure,Chubby character with Brown hair and Blue eyes. Additionally the character has Freckles across nose.,Character is educated and scholarly in nature.,31,Honey We Shrunk Ourselves,8,Highlander The Source,5,18,An abandoned laboratory filled with strange otherworldly experiments gone wrong.,A powerful sorcerer seeks to conquer the world with an army of demons.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Escape to Witch Mountain,2,Laura Harris,Average character with Gray hair and Green eyes.,Character seeks excitement and adventure.,136,Hunters,155,Honey We Shrunk Ourselves,1,19,A majestic castle perched on the edge of a cliff overlooking a stormy sea.,A cursed video tape brings death to anyone who watches it.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Escape to Witch Mountain,3,Kelsey Mcgee,Athletic character with Black hair and Gray eyes.,Character is talented in creative pursuits such as art or music.,83,Hunters,162,Honey We Shrunk Ourselves,2,19,A remote village inhabited by friendly woodland creatures and eccentric hermits.,A detective hunts down a serial killer who leaves cryptic clues at each crime scene.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Escape to Witch Mountain,4,Robert Mejia,Short character with White hair and Brown eyes.,Character is involved in trade or commerce.,56,Hunters,144,Honey We Shrunk Ourselves,3,19,A haunted forest where lost souls wander and strange creatures lurk in the shadows.,A stranded astronaut must find a way to survive on a desolate alien planet.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Escape to Witch Mountain,5,Misty Andrade,Stocky character with White hair and Green eyes.,Character is skilled in stealth and thievery.,135,Hunters,10,Honey We Shrunk Ourselves,4,19,A futuristic cityscape dominated by towering skyscrapers and flying cars.,An ancient curse transforms its victims into ravenous monsters.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Escape to Witch Mountain,6,James Green,Average character with Blonde hair and Gray eyes.,Character is talented in creative pursuits such as art or music.,104,Ice Storm,179,Hunters,1,15,A serene mountaintop monastery where monks practice ancient martial arts techniques.,A forbidden romance blossoms between two rival factions in the midst of war.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Escape to Witch Mountain,7,John Clark,Tall character with White hair and Brown eyes.,Character is talented in creative pursuits such as art or music.,169,Ice Storm,113,Hunters,2,15,A hidden underground city built by an advanced civilization long forgotten.,A mad scientist unleashes a horde of genetically engineered monsters on the world.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Escape to Witch Mountain,8,Shane Jackson,Lean character with Brown hair and Brown eyes.,Character is trained in combat and warfare.,157,Ice Storm,35,Hunters,3,15,An enchanted garden filled with colorful flowers and singing birds.,A group of survivors must navigate a world overrun by intelligent zombies.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Ewoks The Battle for Endor,1,Joel Roberson,Tall character with White hair and Blue eyes.,Character operates outside the law often as a fugitive or rebel.,76,Into Pitch Black,86,Hunters,4,15,A bustling city square where performers entertain crowds of onlookers.,A powerful artifact grants its wielder control over time itself.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Ewoks The Battle for Endor,2,Mr. Timothy Hansen,Short character with Black hair and Hazel eyes. Additionally the character has Freckles across nose.,Character comes from a humble background as a peasant or commoner.,184,Into Pitch Black,138,Hunters,5,15,A forgotten temple hidden deep within the jungle its secrets guarded by ancient traps.,A child prodigy discovers a portal to a magical realm hidden in their backyard.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Ewoks The Battle for Endor,3,Amanda Smith,Stocky character with Blonde hair and Blue eyes. Additionally the character has Birthmark on neck.,Character is skilled in stealth and thievery.,148,Into Pitch Black,170,Hunters,6,15,A quaint seaside town with colorful cottages and sandy beaches.,A band of rebels fights against a tyrannical regime in a dystopian future.,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,Fallen III The Destiny,1,Jennifer Sullivan,Curvy character with Blonde hair and Brown eyes.,Character is involved in trade or commerce.,123,Into Pitch Black,3,Ice Storm,1,22,A remote outpost on the edge of a frozen tundra where explorers gather before embarking on expeditions.,A legendary hero awakens from a centuries long slumber to face a new threat.,null,null,null
